1,0,1
1,1,2
1,2,3
1,3,4
1,4,5
1,5,30
1,6,6
1,7,7
1,8,8
1,9,24
1,10,9
1,11,10
1,12,11
1,13,12
1,14,1
2,0,1
2,1,13
2,2,14
2,3,15
2,4,9
2,5,16
2,6,25
2,7,17
2,8,18
2,9,26
2,10,29
2,11,19
2,12,20
2,13,21
2,14,22
2,15,1
3,0,23
3,1,29
3,2,6
3,3,7
3,4,8
3,5,24
3,6,9
3,7,16
3,8,25
3,9,17
3,10,18
3,11,26
3,12,27
3,13,31
3,14,28
4,0,23
4,1,31
4,2,29
4,3,19
4,4,20
4,5,21
4,6,4
4,7,5
4,8,30
4,9,27
4,10,31
4,11,28
5,0,15
5,1,17
5,2,18
5,3,20
5,4,21
5,5,4
5,6,5
5,7,6
5,8,7
5,9,8
5,10,10
