1,1
1,2
2,1
3,1
4,1
4,4
4,5
5,1
5,4
5,5
6,1
6,3
6,5
7,1
7,3
7,5
8,1
8,3
8,5
9,1
9,2
9,3
10,1
10,5
11,1
12,1
13,2
14,2
15,2
15,5
16,2
16,3
17,2
17,3
17,5
18,2
18,3
18,5
19,2
19,4
20,2
20,4
20,5
21,2
21,4
21,5
22,2
23,3
23,4
24,1
24,3
25,2
25,3
26,2
26,3
27,3
27,4
28,3
28,4
29,2
29,3
29,4
30,1
30,4
31,3
31,4
